Signature matrix with CIBERSORTx based on the scRNA-seq study (ALLEN BRAIN MAP)																			
The "1" values in the expression matrix txt files are genes with insufficient evidence of expression (these genes are either not expressed or have inadequate statistical power to be imputed).																			
NAME	LAMP5	VIP	PAX6	Oligodendrocyte	Astrocyte	L5/6_IT_Car3	L5/6_NP	IT	SST	L6_CT	OPC	L6b	PVALB	Microglia	L5_ET	Pericyte	Endothelial	L4_IT	VLMC
ARSJ	1	1	1	1	31.62145736	1	1	8.923511357	1	12.38217987	1	216.8761843	1	1	1	1	1	1	1
ART3	1	1	1	1	1	5.064915696	1	14.14147125	1	11.75562123	1	1	1	1	92.13008112	1	1	99.8659839	1
ARX	9.096825587	1	5.047290003	1	1	1	1	1	71.64255977	1	1	1	13.85327258	1	1	1	1	1	1
ASCL1	8.377733729	1	8.220283221	1	1	1	1	1	1	1	43.96755199	1	1	1	1	1	1	1	1
ASIC1	1	12.78514072	7.847697733	1	1	1	1	1	1	1	87.75725696	1	1	1	1	1	1	1	1
ASIC2	133.4729745	2550.201434	859.1983882	1	1	1434.474461	6350.472152	1258.681835	371.7857745	3563.704806	224.68295	1771.297395	1541.13217	1	2654.26988	1	1	1421.032552	33.61202167
ASIC4	1	18.38288643	1	1	1	1	1	1	1	1	104.7669849	1	1	1	1	1	1	1	1
ASPA	1	1	1	144.1364394	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ASPM	29.73458462	40.52114917	1	1	1	1	86.44189762	1	30.89645995	1	1	8.795609759	128.2821895	1	1	1	1	8.939548523	1
ASTN2	399.482039	304.581327	90.60277479	456.2115804	534.4348039	88.09048687	633.5508578	206.7893484	1369.594748	167.3765366	1019.129271	854.6909959	1031.948352	1	229.2904028	1	1	246.488463	41.53629955
ASUN	1	1	1	86.77705463	1	7.577136718	1	1	1	1	1	1	1	1	2.082655376	1	140.6286846	1	1
ATP10A	1	1	1	1	1	170.5545467	1	1	1	1	1	1	1	1	34.17738478	168.6586597	4251.785101	1	1
ATP10B	1	1	1	517.0578216	167.6068911	1	1	1	1	1	600.1177768	1	1	1	29.93881979	1	1	1	1
ATP11C	171.6177343	1	115.5873319	1	1	1	1	1	1	1	1	1	1	95.3776167	1	1	1	1	1
ATP13A4	1	1	1	1	912.5333871	1	1	1	1	1	369.4257739	1	1	1	1	1	1	1	1
ATP13A5	1	1	1	1	91.16228661	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ATP1A2	1	1	1	1	1211.192393	1	1	1	1	1	223.4282635	1	1	1	1	10839.3985	1	1	2654.26988
ATP1A3	144.3728347	225.7193136	207.5451766	1	1	12.66263892	120.5653682	33.92931495	145.460834	74.06886932	1	59.00755728	170.4486908	1	112.0208197	1	1	30.55951011	1
ATP1B1	560.4277512	713.0423754	656.3569794	264.1741093	1	105.8457614	334.4591085	202.7188013	384.9659102	180.9968965	1	222.4573869	596.6139772	1	267.3832862	1	1	273.5245022	1
ATP1B2	145.3687384	123.6122691	107.5866304	1	447.2418622	1	17.40005501	1	41.81308236	1	107.1494469	2.933332401	8.604009922	1	1	134.0002918	1	1	1
ATP2C2	1	1	1	1	1	1	99.20153575	1	1	13.44930702	86.72758364	7.444068816	1	1	11.96445814	1	1	1	1
ATP5G1	41.2119662	68.40068925	87.1516188	1	1	21.94474153	34.15070784	41.05328368	30.1884944	12.49812268	1	68.10702503	130.8913189	1	86.29924879	1	1	87.75725696	1
ATP6	31.07484861	103.562255	160.8468206	1	73.96767332	1	1	1	1	1	1	2.950825861	12.5401605	1	1	98.85558619	1	1	1
ATP6V0D1	90.97948941	65.01885633	93.74340735	1	1	9.50759792	29.67147171	13.21411066	27.96199311	13.25516899	1	31.64770829	36.03559957	1	18.15798288	1	1	12.67920612	1
ATP6V0E2	76.05191753	107.4770501	89.22252491	40.94571352	1	13.04678417	64.36570755	7.727633426	14.463113	9.028978662	1	14.09610933	36.51998528	1	13.48318936	1	1	9.705416487	1
ATP6V1C2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	106.6165769	1	1	1	1
ATP6V1F	34.17738478	32.74346454	31.67146084	1	1	18.11629438	9.077565574	13.01995552	87.239046	8.817177484	1	30.89645995	73.1822668	1	13.47852963	1	1	13.32290441	1
ATP8B4	1	8.513627353	12.51177065	1	1	1	1	7.537825597	1	9.035358885	1	78.44039215	20.61440574	1584.351147	8.008946321	1	1	1	1
ATRNL1	1112.547075	609.2825868	327.4145167	1	1	2184.010582	804.0096722	2497.137422	1160.783157	1407.155918	1393.338888	603.7139636	2432.047512	1	1666.116904	1	1	2970.351364	3447.842551
B2M	322.9184541	140.7915034	145.6230018	492.2845388	97.20954259	136.759769	188.0843777	1	150.7072915	1	437.8881137	143.5515952	65.63906207	1219.311129	9.687513011	3751.701867	10839.3985	1	221.1369458
B3GALNT1	104.4866509	146.2781739	134.688979	1	1	12.8569774	13.69278999	14.12568163	68.80374905	32.37988803	1	71.68544052	18.73546944	1	14.13617176	1	1	12.06594069	1
B3GALT1	1477.523929	633.5508578	2273.305136	1	1923.042363	201.2415686	1153.11706	534.4348039	793.4379213	917.7427932	214.8521834	651.9751966	859.1983882	1	501.3311398	1	1	528.9032808	1
B3GALT2	277.0177735	46.24784867	233.6312499	1	1	12.27308981	74.11033433	18.07992909	1	176.5137407	1	315.4876917	1	1	18.14713791	1	1	7.453055423	1
B3GALTL	161.3959587	76.42079089	1	1	120.0268926	160.6482839	9.737242863	30.70888671	12.5468545	250.9848007	1	70.50263024	8.940712153	1	120.5057636	1	1	39.15067825	1
B3GAT2	1	1	13.7738336	1	1	91.43911447	22.89185812	1	20.96175811	1	1	1	1	1	2.787342201	1	1	1	1
B3GNT5	1	1	1	1	1	3.449503562	1	1	1	1	1	1	1	173.2751298	1	1	1	1	1
B4GALNT3	1	1	1	1	1	33.73224753	1	12.24714411	1	117.1800303	1	4.18205379	1	1	2.779831553	1	1	7.311751796	1
B4GALT1	1	1	1	1	1	1	1	1	1	1	1	1	1	100.7438003	1	1	158.1164162	1	1
B4GALT6	8.915987566	292.8717369	18.83170465	1	1	9.209072964	112.6585213	100.6400701	148.9530686	156.1334839	132.5874606	81.85761142	187.9590612	1	122.6186839	1	1	110.3863557	1
B4GAT1	146.5142546	198.2507076	172.0875573	1	1	1	110.6678247	12.98170448	125.034441	17.79415075	1	18.79452799	70.1631652	1	12.00419462	98.1649075	1	31.11997863	1
BAIAP2	8.145402575	1	8.316216721	130.0269968	12.57798955	93.5864853	60.53850508	46.31949704	1	114.1705017	1	74.72408813	1	1	33.83303678	1	1	68.06773612	1
BAIAP2L2	1	1	1	1	1	1	1	1	1	2.960524542	1	1	1	1	1.149435615	1	1	1	75.87040587
BAMBI	1	1	1	1	1	1	1	1	1	1	80.84381536	1	1	1	1	1	38.92721575	1	1
BARD1	1	1	1	1	1	1	9.291078768	1	1	1	1	87.5161626	13.25516899	1	1	1	1	1	1
BCAN	1	1	9.773196779	1	230.7562889	1	8.41825627	1	1	1	614.4926803	1	9.163405941	1	1	1	1	6.17629349	1
BCAS1	1	1	1	772.0456831	1	1	1	1	1	1	618.5057188	1	1	1	1	1	1	1	1
BCHE	1	1	143.2933566	1	1	1	1	1	1	1	344.5208124	1	1	1	1	1	1	1	1
BCL11A	154.6295152	1	1	1	1	72.0443668	345.9925807	204.5976962	335.8825698	277.6387881	1	383.1508598	130.3942073	1	104.9868549	1	1	150.1341404	1
BCL11B	256.1169131	9.372283349	147.7222955	1	1	12.53543102	207.1839533	1	68.91053217	116.9403155	1	39.00747672	88.88721256	1	227.1282517	1	1	1	1
BCRP3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	113.7888279
BDH2	1	1	1	1	246.2542759	1	1	1	1	1	1	1	9.861771025	1	1	1	1	1	100.6969845
BDNF	1	1	1	1	1	81.03654193	1	8.427192627	1	1	1	1	1	1	1	1	1	138.4733048	1
BEND7	1	1	1	1	13.11877121	1	1	1	1	1	34.65174424	1	1	1	1	1	111.67388	1	1
BEST1	1	1	1	108.7576571	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
BEST3	1	1	1	1	1	1	1	1	1	1	105.2141265	1	1	1	1	1	1	1	1
BGN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	183.1495357	1	1	97.70611316
BHLHE41	1	1	7.900998185	32.37988803	18.84166997	1	1	1	1	1	1	1	1	553.3979468	1	1	1	1	1
BHMT2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	362.6101399
BICC1	1	105.8957485	92.22869963	1	157.121835	29.616897	1	141.6364349	100.6400701	149.049406	1	103.1919233	1	1	118.2094197	1	1	208.7914189	748.7354284
BIN2	1	1	1	1	1	1	1	1	1	1	1	1	1	238.3925509	1	1	1	1	1
BLM	1	1	1	1	1	1	1	1	14.36861063	1	138.0188923	1	8.927677673	1	1	1	1	1	1
BLNK	1	1	1	1	1	1	1	1	1	1	1	1	1	2078.839101	1	1	1	1	1
BLOC1S6	19.44181039	14.2176365	90.16352201	1	1	32.04250456	9.071772456	29.37066336	18.41761657	9.555476555	1	13.78445677	13.97066218	1	8.618646304	1	1	32.04250456	1
BMP4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	130.7526034
BMP6	96.92313945	1	1	1	1	1	1	1	1	1	1	1	1	1	1	118.330194	846.9134211	1	682.9147969
BMP7	1	1	1	1	134.8273135	1	1	1	1	1	109.7583204	1	1	1	1	1	1	1	1
BMPER	120.7558272	112.4843738	324.2488035	1	30.91545451	386.8801655	488.8625431	279.1112329	42.97739917	589.8745725	167.9670045	400.3504707	13.392261	1	412.4333755	1	1	204.5976962	1
BMPR1B	1	1	1	1	817.9031087	1	1	1	1	1	1	1	1	1	1	1	1	1	1
BNC2	1	1	1	1	1	1	1	1	1	1	1	1	1	675.291357	1	1	171.0201183	1	124.5722561
BRCA1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	138.4733048
BRI3BP	30.6991118	58.64966163	33.43027273	1	1	4.113452337	97.15955752	9.138159678	75.14156522	12.27806064	1	14.03193679	44.19942476	1	36.7290021	1	1	9.842713555	1
BRINP3	1	1	12.5524502	1	367.580451	104.4866509	112.8363144	408.0245129	458.4178296	98.38690114	1228.821539	921.7321246	199.7864303	1	173.8707814	1	1	412.4333755	1
BROX	9.695854056	8.342615964	13.76536215	1	1	7.201060485	8.602355288	7.867749181	9.077565574	7.626169507	1	8.323445394	8.381951618	748.7354284	4.089055256	1	1	8.618646304	1
BST2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	178.6168956	1	1
BTBD11	148.2893201	376.3628677	14.34087773	1	1	1	1	1	190.1727425	1	1	1	751.9106456	1	1	1	1	1	1
BTD	8.516493483	7.915617845	1	1	1	1	1	1	1	1	46.66100062	1	7.363542691	1	1	1	1	1	1
BTG1	7.830675564	26.55762805	47.13284413	1	1	1	1	1	12.45814185	1	1	1	8.551385018	95.79350135	1	278.6048074	1	8.914553423	1
BTG2	1	1	1	1	1	1	1	1	1	1	1	1	1	117.239168	1	1	100.7438003	1	1
BTNL9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	465.9765947	1	1
BZRAP1	1	9.815560795	9.062153281	1	159.9124121	36.23100178	108.8279602	17.65451471	18.00918072	33.30822772	67.65167955	12.85201472	14.37415693	1	13.03316214	1	1	9.858398958	1
BZW2	9.3558743	8.57313573	9.2047017	1	1	35.4948893	8.169486962	19.72800607	9.10601042	14.30511882	1	5.12412408	12.23853777	1	36.89018528	1	1	99.09961045	1
C10orf11	1	1	1	1	265.0187997	688.3338351	1	13.69928742	1	1	846.9134211	502.7200197	18.80883739	6350.472152	1	314.2478271	1845.125893	98.62787895	1
C10orf128	1	1	1	1	1	1	1	1	1	1	1	1	1	169.4038288	1	1	1	1	1
C10orf54	1	1	1	1	1	1	1	1	1	1	1	1	1	195.6861291	1	1	191.4854241	1	1
C10orf90	1	1	1	804.0096722	1	1	22.71145179	1	1	1	278.2951742	1	1	1	1	1	1	1	1
C11orf87	1	11.89452653	14.4883903	1	1	37.5181806	1	114.0488392	77.71132247	9.233177966	1	13.71778349	101.4911467	1	33.0327922	1	1	116.8745069	1
C12orf42	1	1	1	1	1	1	1	1	1	1	1	144.6439252	1	117.6588558	12.13764849	1	1	1	1
C12orf56	1	1	1	92.4799197	27.88547469	1	1	1	1	1	1	1	1	1	1	1	1	1	1
C12orf75	1	1	1	1	1	1	1	1	1	1	1	1	1	212.3023517	1	1	1	1	1
C14orf119	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	200.920681	1	1	1
C15orf40	1	1	6.215528412	1	1	1	1	1	1	1	1	1	1	1	4.165949623	147.0699556	1	1	1
C16orf58	5.099947914	1	1	1	1	1	1	1	1	2.090327938	1	1	1	1	1	1	81.41721121	2.968967378	98.95734267
C1QA	1	1	1	1	1	1	1	1	1	1	1	1	1	152.3880848	1	1	1	1	1
C1QB	1	1	1	1	1	1	1	1	1	1	1	1	1	347.5099783	1	1	1	1	1
C1QTNF1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	114.4085661	1	1	1
C1RL	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	69.4429208
C1orf168	1	1	1	1	1	1	9.630990769	1	1	1	1	1	1	1	17.56777092	1	1	1	1
C1orf198	1	1	1	98.43451491	33.71131318	1	1	1	1	1	1	1	1	1	1	1	1	1	1
C1orf228	1	1	1	1	73.81986407	2.9516716	1	1	1	1	1	1	1	1	1	1	1	1	1
C1orf54	1	1	1	1	45.00422719	1	1	1	1	1	1	1	1	1	1	278.6048074	85.42622878	1	1
C1orf64	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	127.0283874	1	1
C1orf95	1	1	1	1	1	65.1280128	13.70953225	9.152586907	1	9.563337422	1	7.438973097	1	1	1	1	1	1	1
C20orf196	1	1	1	1	1	1	4.164846444	1	1	2.446190948	1	1	1	98.4849216	1	1	209.2610866	1	1
C20orf27	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	98.53795169	1	1	1
C21orf91	1	1	1	136.6892782	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
C22orf31	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	81.03654193
C22orf34	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	138.640316	1	1
C2orf72	1	1	1	1	206.1306468	1.560396173	7.299768067	8.489075174	8.595423063	9.366202226	70.40248573	5.050787008	1	1	11.73407217	1	1	12.48717743	1
C2orf76	1	1	1	1	1	5.013576564	1	1	1	1	1	1	1	1	2.086111922	120.5653682	1	1	1
C3	1	1	1	1	1	1	1	1	1	1	1	1	1	978.5627417	1	1	1	1	1
C3AR1	1	1	1	1	1	1	1	1	1	1	1	1	1	277.373978	1	1	1	1	1
C3orf58	1	1	8.672934878	123.7412086	1	12.56978581	1	19.66554384	21.96698342	1	1	1	29.51184019	1	8.711560373	87.00717869	1	79.88625672	1
C3orf70	1	9.05547645	1	1	36.83548563	1	14.09895546	1	1	13.14978205	167.1351773	1	1	1	7.370411866	120.5653682	1	1	1
C4orf22	1	1	1	1	1	29.82904898	1	41.76704521	1	71.25001186	1	1	1	1	222.088625	1	1	69.39039383	1
C5orf30	9.809129136	12.87603305	9.662546344	1	1	21.0206643	1	65.26644596	1	1	1	1	1	1	7.872246193	1	1	113.2013284	1
C5orf56	14.03981834	12.26250965	6.151988018	1	22.49233223	1	4.176887928	1	8.285419149	1	44.52309575	2.905051565	7.427932985	1	7.521033907	1	106.6790355	8.43546699	413.2030419
C5orf64	1	1	1	100.3217692	1	1	1	1	1	1	92.42485406	1	1	1	1	1	1	1	1
C6orf120	1	1	8.020453681	1	1	1	1	1	1	1	1	1	1	1	1	1	1	13.8226199	1
C7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	297.0312588
C8orf34	627.7334591	1013.652493	303.8603087	1	1	30.72952382	396.5129801	166.9305715	411.0291722	383.7815456	1	225.4970618	138.640316	1	150.3291844	1	1	43.11415115	1
C8orf37.AS1	1	1	1	1	128.4280849	1	1	1	1	1	1	1	1	1	1	1	1	1	1
C8orf4	119.4010572	1	1	1	1	1	1	1	1	1	1	1	197.1202435	1	18.00346844	1	1	6.199471138	1
C9orf41	8.132971628	1	8.167778995	1	1	13.7355011	8.868306176	44.77119772	8.492210516	32.64219201	1	9.724052861	8.942092609	1	8.172898988	1	71.94286717	83.12854644	1
CA10	1	38.02525902	9.44100562	1	1	936.7987635	287.2989898	526.1063995	1	314.2478271	1945.557551	97.15955752	1	1	80.94205473	1	1	629.5830584	1
CA11	6.210503503	1	1	1	1	47.06106206	4.991885064	13.82610215	7.516044891	9.57638911	1	8.879620692	1	1	2.958162718	1	1	4.996554254	1
CA14	1	1	1	88.13575045	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CA2	320.6999708	1	33.09032893	1008.087447	76.85449282	1	1	1	1	1	1	1	1	1	1	804.0096722	1	1	73.35886604
CA4	1	1	9.408242851	1	1	1	1	1	1	1	1	1	1	1	1	40.52114917	296.2906077	1	1
CA8	78.3229935	1	1	1	199.6402223	1	1	1	1	1	272.3107583	1	37.26740656	1	1	1	1	1	1
CABLES1	1	1	1	1	600.1177768	13.5784461	28.59527088	3.515511939	13.47852963	8.918903125	198.2507076	1	1	81.4972517	1	1	1	4.960825635	1
CABP1	41.96935886	12.52266665	115.4513706	1	1	186.4624651	96.15990146	230.938857	7.79753746	216.502924	17.34053325	150.2296924	8.757717075	1	385.5582899	1	1	285.9454596	1
CACHD1	1	1	8.596875595	1	649.6068191	299.3362358	1	13.65127913	1	6.130234005	113.0137694	9.424990466	1	1	98.9016279	261.9271271	1	9.283925671	44.68781967
CACNA1B	807.0483502	601.9588642	1112.547075	1	135.837667	972.4204187	555.1033695	710.1738612	654.0130618	654.0130618	1	551.5916154	440.7322118	1	449.298679	1	1	570.7049087	1
CACNA2D2	1	1	1	1	1	1	1	1	13.73259593	1	1	1	12.73055217	1	1.134680127	1	1	1	1
CACNG3	237.3564604	91.35874905	33.90949889	1	1	264.7235938	258.7383179	252.274353	276.3927973	304.9914704	1	296.2906077	80.99327612	1	340.4706816	1	1	237.9723	1
CACNG4	1	9.395908695	7.912441001	1	1	1	1	1	12.89946401	1	174.4421235	1	4.082983	1	1	1	1	1	1
CACNG5	1	1	1	1	1	1	1	1	1	1	88.09048687	1	1	1	1	1	1	1	1
CADPS	921.7321246	837.6673423	1228.821539	1	163.5311626	3059.713908	1601.72822	1087.926558	1893.553771	1643.423845	472.0689395	1979.552433	1845.125893	1	1153.11706	1	1	670.1335166	1
CADPS2	1	1	1	1	166.7938113	1771.297395	1	598.3532825	1	778.6446619	154.2279123	318.4406541	1	86.15051911	226.1377459	109.4923792	953.9410233	807.0483502	293.6065807
CALB1	30.79983043	1	1	1	1	1	1	1	1	1	1	1	14.36398307	1	1	1	1	1	1
CALB2	1	186.795028	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CALCRL	1	1	1	1	1	1	315.4876917	1	1	39.74753032	334.4591085	71.21253525	1	1	1	1	321.1069632	172.0875573	1
CALY	235.3526282	275.7705141	292.5526247	1	1	11.98471885	154.3371707	37.33362158	224.2633479	66.97171452	1	100.3217692	181.5340007	1	45.80134792	1	1	32.18509592	1
CAMK2A	6.234061379	12.21600052	8.388108316	1	1	122.5045346	9.863402923	168.2919259	18.26965141	116.462107	1	74.06886932	9.711818461	1	85.55508635	1	1	128.2821895	1
CAMK4	149.3540184	453.1549647	503.8588274	1	141.2163969	277.0177735	625.639418	373.0756731	69.80974845	425.6300477	220.4266318	386.2349647	159.1673046	1	1	1	1	338.2091022	1
CAMKK2	6.205863557	1	4.187260098	1	1	132.3150998	14.18638136	84.74640083	7.671440331	43.15785742	1	8.964877636	9.758988092	1	61.72185939	1	125.4437415	129.8968866	83.69076071
CAMKV	162.2587242	107.5866304	74.90974268	1	1	82.0590217	93.32679839	83.59410071	14.44442039	90.82824166	1	129.6671678	9.473451978	1	43.93215442	1	1	22.07545907	1
CAPN3	1	1	1	587.944726	1	2.914907238	1	1	1	1	1	1	1	1	1	1	1	1	1
CAPNS1	1	1	1	1	1	2.795291243	1	2.468045428	1	1	1	2.972034906	1	1	1	182.0707987	1	7.962689808	1
CARD11	1	1	1	1	1	1	13.2972497	1	1	1	1	1	1	252.5509029	1	1	1	1	1
CARD8	1	1	1	1	1	1	1	1	1	1	1	1	1	247.1264968	1	418.874036	188.3536448	1	1
CARNS1	1	1	1	726.9336528	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CASP1	1	1	1	1	1	1	1	1	1	1	1	1	1	226.7197243	1	1	1	1	1
CASP10	1	1	1	1	1	1	1	1	1	1	1	1	1	81.89673563	1	1	208.6305245	1	1
CASP2	1	1	1	1	1	2.874480838	1	1	1	1	1	1	1	1	1	1	92.67112195	1	1
CASP8	1	1	1	1	1	2.958617762	1	1	1	5.027409922	1	5.067714598	1	1	1	1	113.2013284	1	1
CASQ2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	182.7339523	1	1	1
CAV2	1	1	1	1	1	1	1	1	1	7.436619305	1	1	1	1	2.89625422	215.2552052	105.3582961	1	1
CBLL1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8.202234131	1	213.5835079	7.516044891	1
CBLN2	1	13.71219543	1	1	1	481.5481216	1	497.3719666	98.58220016	120.2806093	1	110.8855281	1	1	761.53199	1	1	1087.926558	1
CBLN4	227.3124755	1	1	1	1	1	1	9.763827778	1	1	1	1	1	1	1	1	1	97.50505872	1
CBR1	1	1	1	266.2101556	1	1	1	1	1	1	1	1	1	1	1	1	1	1	67.02581559
CCBE1	9.900123715	9.028978662	1	1	1	1	1	12.58614288	1	13.07968925	1	186.3217669	1	1	177.0524809	1	1	1	1
CCDC109B	36.4423409	1	9.020974287	1	1	1	1	1	87.5161626	1	1	1	1	1	1	1	1	1	1
CCDC122	1	1	13.78187182	117.6588558	1	1	1	1	1	1	1	1	1	1	9.77488534	1	1	12.5939641	1
CCDC129	1	1	1	1	1	1	1	1	1	1	1	1	1	1	17.97369672	1	1	1	1
CCDC136	83.77518115	102.7345885	46.31949704	1	1	75.87040587	13.42724797	14.04801543	230.1360306	7.657124653	1	8.088764166	139.0521112	1	8.850525021	1	1	29.18003354	1
CCDC141	1	27.37262274	18.80460187	1	1	76.23840527	1	1	1	1	1	1	1	1	1	345.9925807	115.7110115	1	1
CCDC146	1	1	1	1	1	14.09895546	18.62112454	8.184776542	1	9.63720626	151.9098919	8.07618239	13.90985921	1	12.66005494	1	1	1	1
CCDC152	9.665747939	32.13858634	6.159525872	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CCDC39	1	1	1	1	1	1	12.98170448	9.366202226	1	9.812192867	1	1	1	1	32.21981991	1	1	9.216998447	159.8030768
CCDC50	13.28962692	12.13997859	14.36155529	1	36.7290021	1	14.01385346	1	18.52538942	1	533.0106202	7.840609735	13.89939498	243.7185753	2.910171278	375.6821526	417.1786564	12.16526896	145.3687384
CCDC68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	343.975892	1	1
CCDC80	1	1	1	1	1	1	13.42213344	1	1	1	1	1	1	1	1	1	1	1	127.1771514
CCDC85A	584.5697063	444.4896944	872.6706148	1	1	177.6733283	123.3450404	324.2488035	95.7428004	1	1	20.29331491	98.70441327	1	21.74862022	1	267.9144972	71.94286717	1
CCDC85C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	108.2443639
CCDC88C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	122.0898795	1	1
CCK	718.3066826	1687.070179	3059.713908	1	1	341.9430835	1	258.9845034	1	1	1	8.996755057	1	1	1	1	1	279.1112329	1
CCNB1IP1	13.84569363	1	12.69704149	1	1	14.41874039	13.52688577	9.77488534	32.88762129	4.151116967	1	8.266387036	94.68574661	1	19.3995575	1	1	13.93701175	1
CCNG2	1	106.5529471	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5.162485202	1
CCPG1	12.44278804	8.608601771	5.157703139	1	1	76.28686135	14.2292015	79.88625672	9.81692941	73.12745697	1	36.07523165	5.080761067	1	14.3844451	1	1	31.18418698	1
CD109	1	1	1	1	28.23039759	1	1	1	1	1	1	1	1	1	1	1	156.6584034	1	1
CD14	1	1	1	1	1	1	1	1	1	1	1	1	1	228.7077445	1	112.8363144	1	1	1
CD163L1	1	73.27009898	1	1	1	17.71515564	8.878434751	1	1	1	1	1	1	1	1	1	1	9.624316922	1
CD164	1	17.6071011	13.31326348	150.7072915	1	9.657489405	8.998336096	14.33725749	1	18.83170465	1	100.6969845	17.49397866	1	8.097858228	1	1	8.640694418	69.20431314
CD200	118.330194	160.3433199	169.7573578	1	1	12.22285022	128.4280849	18.90336209	90.88479689	29.5571257	1	18.84166997	75.87040587	1	28.3179544	1	1	12.54413467	1
CD200R1L	1	1	1	1	1	1	44.56408104	1	1	1	1	1	1	1	1	1	1	1	1
CD22	1	1	1	218.4012729	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CD320	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	102.5703508	1	1
CD34	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	279.4902581	1	1
CD36	1	1	1	1	1	1	439.7113072	1	1	1	1	1	1	1	1	1	1	1	1
CD38	1	1	1	1	172.5474173	1	1	1	1	1	1	1	1	1	1	63.20337028	1	1	1
CD4	1	1	1	1	1	1	1	1	1	1	1	1	1	179.22686	1	1	1	1	1
CD53	1	1	1	1	1	1	1	1	1	1	1	1	1	523.1390371	1	1	1	1	1
CD55	1	1	1	137.6171403	1	1	13.57353699	1	1	8.05087562	1	13.66426267	1	1	7.982831051	1	1	4.792155197	1
CD58	1	1	1	1	1	1	1	1	1	1	1	1	1	165.7668393	1	293.2782087	131.4831424	1	1
CD74	1	1	1	1	1	1	1	1	1	1	1	1	1	2383.840401	1	1	225.2972239	1	1
CD84	1	1	1	1	1	1	1	1	1	1	1	1	1	321.9354893	1	1	1	1	1
CD86	1	1	1	1	1	1	1	1	1	1	1	1	1	397.988218	1	1	1	1	1
CD9	1	1	1	486.3601048	1	1	1	1	1	1	112.5466283	1	1	1	1	304.9914704	1	1	1
CDC14A	1	1	1	1	270.6986205	8.314995355	1	1	1	1	81.31370562	12.80234883	1	113.1360803	1	1	357.5006602	1	1
CDC42EP3	13.04897413	9.498477703	8.642098159	1	1	1	1	1	8.640694418	1	1	2.878753384	39.22139196	1	1	1	1	1	1
CDC5L	170.3269593	74.99860066	89.1336795	1	1	9.641977035	11.93221217	13.89192378	71.02284243	12.76903305	1	12.83718323	32.04250456	1	14.44141711	1	60.71364559	13.54526366	1
CDCA7	29.73458462	1	1	1	1	1	1	1	1	1	1	1	21.27034914	1	1	1	1	1	1
CDCP1	1	1	1	1	1	1	33.161471	1	1	1	1	1	1	1	1	1	1	1	1
CDH1	1	1	1	110.1497928	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CDH10	18.14197285	649.6068191	417.1786564	1	361.029229	526.1063995	415.6836696	704.214587	490.0666529	156.9317203	797.0377856	1477.523929	107.8668497	1	245.3311794	1	1	294.004443	1
CDH12	1	546.8651124	1096.681173	27.84915722	1	2326.285665	106.4531129	1349.657762	782.5057018	126.6823299	1	1421.032552	569.0975036	1	185.1625441	43.72230476	1	2227.002241	1
CDH18	223.4282635	361.5066182	765.1705744	1	1	151.3528117	1729.53351	1080.290589	400.3504707	1584.351147	223.0317491	917.7427932	772.0456831	1	574.4999715	1	1	1621.800271	1
CDH19	1	1	1	315.1393834	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
